tweet,label,target_id
wahala be like bicycle ooooo kuje rain don commot person roof breeze carry roof hit person windshield spoil d person gate breeze lift roof again to spoil another person house god abeg they still dey commot money for this house,anger,1
im in tears guys see how my customer is rocking her bag she made me so happy with this picture e choke abi e no choke lagos nigeria,anger,1
im in tears guys see how my customer rocked her bag she made me so happy with this picture e choke abi e no choke ikeja,anger,1
this work of is going to cost me more hours to complete and im not giving up not now or never ï¸è so many legends dey but im just trying to be another one please kindly retweet for a bother na,anger,1
done turn rich friend oooooo abeg where una dey see this money,anger,1
gaskiya na sha wahala na bils they call me attention seeker e choke,anger,1
where una dey find this love abeg if you help me see,anger,1
e dey do me like make friday just come im tired of here already,anger,1
stop tell me i forget you pls that have to stop remember when you dey suffer i know come help you and u know call me enjoyment come ur side my phone no ring oh now d table don turn i don become ur enemy life,anger,1
if you go to that party behind metheyll not give you rice chop and if them give you rice meat know go dey on top ami hate rubbishâ€çï¸ènow im just home alone looking like person wey lost her way to naija abeg who get party for there area lemme turn up please,anger,1
dis boys av dual citizenshipno properties nor businesses in nigeria bt ar makin d loudest noises and ar causin problem in d country dey can leave d country anytime dey set it ablaze wt d help of sentimental apologists dey av turned some of our youths zombies wt no brains,anger,1
am ur biggest fan person blow me for mouth coz of you we dey argue u and olamide who get vibes pass i argue they tell dem sey na get vibes pass before u no wetin dey happen wey don dey argue i no know wen i call the boy bastard out of anger the guy blow me,anger,1
how far after the online bashing na this way una go una dey hawk our jersey like this cc,anger,1
this modric goal was one real madrid goal i didnt celebrate dem just ruin handicap wey everything don set,anger,1
the kind body heating wey dis geh gimme for bus now ehn unto say i look like snow white shey na my fault,anger,1
one hour before you enter abuja you for don dey see good roads na where the madness of all the drivers on the road they start be that come and see speeding all im hearing is voom voom voom left and right,anger,1
na so i call them for house say i don reach school ooo them come give me another bad news say i forget my meat as i dey pack my stuff meat wey i do walaha fry yesterday afternoon as i dey now ehn i no fit think because this cold sef don enter my brain,anger,1
the rice wey i cook this morning no follow at all be like something dem wan give bingo,anger,1
in this life bros fear women same best friend dey here dey chop her friend man buh my babe friends dey do strong head,anger,1
make me regret not moving you as i was moving to take my place as a marlian oh now see you seeing heaven and i gotta wait till weekend when im less busy when before na one dm wey sound like bro are you back real inside life,anger,1
na wetin de pain me for justice be that the crime don kill one person,anger,1
i just no wan curse people doing this face and account thing why you dey give pesin hbp like this,anger,1
na all this kind play dey make my future husband dey run im single lets be guided please,anger,1
small change i lock somewhere for detty december e be like every go dey dia problem done plenty pass money make i face am head o,anger,1
oh wow me wey dey look out for you na me fuck up please give sá»çpe back the account,anger,1
fresh kehabi opportunity to fornicateactivity dey wey baba go do wey go make baba forget about meim not playing rough play naira,anger,1
that imeko video get as e be for my body sha small time dem go dey rubbish cele,anger,1
now now wey i renew my sub netflix don sharply collect gb i no dey do again abeg this sub must follow me enter next year ijn,anger,1
lol kilode now i dey my dey please dey your dey oo,anger,1
zaddy abeg make me happy have been burning fuel for like a month straight no power supply transformer don jappai don dey red o,anger,1
e go kan marry wey e mind suppose dey at peace kan dey pay debt â€çï¸è,anger,1
im not going outside until the temperature is above my age kd is so freaking cold the wind sef be like say na angels dey blow am,anger,1
we got home and mumcy was asking what was wrong iya sha lemme alone Ã? with cattagh coming outta my brain im going to bed ahan its just past mumcy said wont u drop the drink in the fridge she continued ehn drop wetin na my pillow be this now o sha leeme alone,anger,1
this adult life eh nobody dey do christmas for person again like person no fit dash person money sef chai,anger,1
shebi na zanku wey i never perfect na im these hens are doing anyhow,anger,1
wetin these ones dey talk like this where me con stand,anger,1
the alcohol ive consumed in recent time though the crazy thing is e don be like water for my body i no dey high,anger,1
me trying to make people recite the alphabets with me without actually telling them to me a them me c them what me e them you good bruv me g them snap out of it me i them total silence e de pain me nau plis,anger,1
wetin be this wan naa hahaha sylvyyy this wan off me,anger,1
every single time wey man united get chance to climb up the table and boost top four hopes dem go mess up na wetin happen last season when we think say ole go make top four e blow am e don start again,anger,1
na we dey kill ourselves for this nigeria how tf will you use rope to hold your goddamm engine interstate car o where person wan see motor like this time to get a ride,anger,1
i hate it when i say something meaningful and pesin comment rubbish me no better thing dey to chop for this kitchen pesin chop bread bread na better thing iffah reason you,anger,1
e be like say na me dem cut off,anger,1
i don dey try find am for like decades now wetin dey occur gan gan,anger,1
they say out wit old and in wit newbut im not letting go of good friends like uthank u for being an incredible frndtank u so much for affecting my life positively this year n the past yearsgod bless and be wit you allu r loved by me,anger,1
n e w d e c a d e happy pals abuja nigeria,anger,1
na you wey go tell mayor congratulations hin call me to laugh about congratulations on what,anger,1
you are asking me how thing do you even know how i feel im madly in love with you i just hope you can see but na lie u go dey reason matter instead of you to come let me be you kids father,anger,1
lol o dey out dey work kpa don enter account brother go sleep cover ya head with duvet,anger,1
my boss is a definition of pepper them jezzzz you dont want to know what he just did for me mehn im so happy rn please help me to thank him im forever grateful dont worry fam una days go still soft,anger,1
wow i just posted that pic saying no girl on your list can send you k now before i know it alert don enter vtu don land and one is angry with me cause i refuse to give her my acct details had to delete it im so emotional right now i feel loved i appreciate yall,anger,1
my dear that one sef dey im taking myself for facials as my gift because that towel isnt touching my skin,anger,1
i just dey chop dey drink good lord,anger,1
if you love rap song go and listen to ft eriggaraw dey burst my head abeg every verse is raw even the fly gangsta album na raw unrefined,anger,1
yeah i just checked and i see u make burger trust me im not a beggar but my love for dis picture is bigger baby i want u to love me deeper ï¸èor do u know tina yeah dat girl been dey disturb be wella but i no dey reason her mattersweety joor shey mo ley av a taste i mean burger,anger,1
coach shay you will enter and play the rest you just dey say calm down since and dem dey flog me,anger,1
esther dey advise mercy make she no break up with ikeshe no no say na her coin cause fightmercy dey cry ooo inside life,anger,1
my heart dey bleed the rest of the game better cut i don dey plan transfer lexus money,anger,1
i still feel na cyndi win this thing jare seyi wey dey use side wake,anger,1
if u like dey call everybody fool na urself u dey do we dey on our own oh no body ask u for money u just come scam us take our sleep,anger,1
na person wey get woman fit chop that kind food,anger,1
abeg help me beg maazi ighalo jude make e help my life o i dey suffer gan you too i no mind if you help me o gtbank adeyemi peter,anger,1
i seriously do not knw the second minute hour day week month year i will win any of and give away dey don dey post notification since but twitter will only notify me when the give away has ended,anger,1
terrorists re perpetrating evils in broad day light dey walk freely wit it dey wax stronger evryday coz dey av access social amenities and evn amunitionsand we d law abiding and sane citizens re d preys yet our govts stil stand against us are we cursed,anger,1
lol makes sense resale value for here na shey first body ni shey ac dey work cos the mechanic sef no reliable,anger,1
wetin i do una wey una massacre broke man account like this k for sms charges on account i barely use im done with yall,anger,1
managing as u are like dis dis lifeits like some of us just escorted some to dis world,anger,1
chai i made dis kind of post when i came on dis app o fine girl made similar post and in d same month she joined she already has more followers than me now dis is gender inequality,anger,1
person don dupe me oo with your exact name for twitter oo na scam oo fake account for that matter bro i just waste money for nothing oo make una help me oo you report that account na scam check it out the idiot don even block me,anger,1
bros me sef won be like u ooo but all d ones wey dey shoot shot to me no get sense,anger,1
oyaaaaaaaaaaaaaaa akure is just dry no shayo nothing nothing my people for lagos dey drink shots like dis for mall i dey here dey dullll,anger,1
i wonder the kind wisdom wey dey the fish head wey these people dey sell am k k for fish headâ€çï¸è isi azu,anger,1
biko i really dont care what part of earth you come from so kindly keep the rubbish ethnic jargon aside hungry no dey do vetting back to me talking like i have sense which im fully aware i dont ask dey know me well,anger,1
lmaoooooo this is what i first thought no let your anger deceive you oh before pesin smash your wife beat you up ontop and you no go fit run cuz you don lock door local man will now start begging,anger,1
as hin fine reach hin noh fit toast even girls wey noh reach hin level his ego sef,anger,1
thinking about where this life is actually driving me go school we don finish learn work we don learn still everything just hard like say person no dey alive,anger,1
mehn fuck this shit i need my beards to grow how many years now wetin be this rubbish now oya who can help me id pay abeg need some beard growth shit im not even joking,anger,1
dear e jo e help me i had naira left in my account una still come comot naira for sms chargekilode im heartbroken,anger,1
lmao na k people just dey use dey play like this so this life na pot of beans oh,anger,1
i don dey beg him no gree hear just help me beg him its just d type of his dog i want,anger,1
do i blame you no i sha dey road dey come kd all do na die plus make mouth again and see what ill do to you wicked somebody,anger,1
me to vic bro i got over pages do be swift in before am morrow also today na sunday you know how e fit be vic no be you again night go reach you go slam music run am till morning na your way na guy na you me well sha,anger,1
na love dey sweet you dey go so aunty chai we go love o,anger,1
ive seen his hand evident in my life jesus loves me like no other im amazed i can be loved this much love wey dey humble pesin,anger,1
haaaaa abeg o you see say i no mention hin name i no want wahala that guy fit injure person on top wenger matter,anger,1
lol the one in my house is already doing dey dey dey make i dey my dey i am a bad influence,anger,1
guys today a girl fine girl wey fine reach meal on a hungry eve gave me her iphone pro to help her hold it till she finish drinking water i wanted to run but na for motor park we de i no i go chop beating sotey i go wish i die,anger,1
i sha know that babe and clique get bad omen for that socialiga day na why we no get along i thank god for my life to think that i wanted to offer one a lift in my uber maybe na me for dey do thread,anger,1
stop following me na guy since primary school you no gree leave me kilode you and moyo i no even sabi who worse pass moyo still follow me go nysc camp,anger,1
a whole bole to add onions she dey do finger like say na salt she dey put for rice,anger,1
joe sef na ode lover boy â€çï¸è hard guy hard guy small sweet words baba don melt,anger,1
wetin de burst my head right now ehn how ole take scam all of us like this na only naija boys fbi de see bah chai,anger,1
lol noooo send me money all ur flexing money i nvr chop ur naira before na woman dey always chop am and dem dey defraud u on top,anger,1
na over sabi dey kill monkey cooking basmati rice then decided to spice it up a lil i added cinnamon ginger thyme curry and pepper now its looking like brown rice,anger,1
the only thing wey pain me for that mi and vector diss na say e call am lanre like say na him born am,anger,1
they still opened gofundme account for tacha una dey don mad for this country ohh i was legit born in a wrong country,anger,1
as twitter say i no fit follow back peopleagain now wetin dem gain ï¸è,anger,1
i d all this trend but e funny oh una don lost me sef i d try find myself,anger,1
some opay drivers and too much talk sha so unprofessional we dey express wey trailer dey pass you are telling me about your ex that got pregnant the same time with your wife whats my own na trailer is coming ma pami,anger,1
someone should just send me money please this school thing everything na him we dey pay ehn im not doing again o,anger,1
boss i was fasting that day about to break fast before kickoff but i was like make i go watch my match before i get myself better thing to chop bro na after days i chop can testify,anger,1
turning this into a thread so i can bless your eyes more ps im the fine boy in the fourth frame you need a t r a v e l p h o t o g r a p h e r bleep my dm,anger,1
na work wey i go like chop be this,anger,1
just look at me making mouth on this day â€çï¸è ase i was just doing myself babe wen i dey toast don dey collect better body massage on a reg she calls it sensual massage and even promised to pay for a session for me am die o,anger,1
my bro you know this e be like say you sef chop am wella that year o,anger,1
if you be wetin you for do i sha pray the guy does the right thing which is making sure those girls are properly dealt with with the law shae una wan drag,anger,1
this go hard ooo albino go throw e neighbor pikin up but e no come see the pikin catch again we still de settle,anger,1
this matter wey dey ground hmm don tire me oo over rating na keep person like this now the lawyer wey for settle this case still no see e wig ooo oya another lawyer biko i don tire na the matter we dey try settle oo judges and lawyers wia una dey,anger,1
i laugh at you shit wont even fly in the home of the free not to talk of this country no go kill yourself say you dey do freedom fighter oh na only mourn dem go mourn you las las,anger,1
last months have been d best moments of arsenal fans life until dey came back same arsenal same stories one advice for arsenal fans make sure ur d last arsenal fan in ur lineage make sure ur not going to put ur kids through dis again in dis lyf i use god beg u,anger,1
omo my gender don dey reason how deh go clap their grandmother mate ontop this ps matters,anger,1
the fact that abdullahi is a clown and he refuses to believe is the matter we don dey settle since last week i dey court like this,anger,1
why you dey do like this nah this guyyou wey dey chill with buhari,anger,1
at least you have one me strechmark no dey booty no dey hope gaan no dey too,anger,1
i once went to salon for haircut so the lad was showing me beard growth cream or so said its k then i asked if i should apply now how many days before e go come e say months me after spending k na months before e come e no serious ion buy,anger,1
wtf why that guy dey go mark them like that them no dey vex make for ball oo damn that was dirty,anger,1
come and see cat wey chop pass your own but why do you guys shade mangu people na youre not being fair to us fa,anger,1
we dey settle matter this afternoon naso jamiu drop crates of egg come chook face for matter jamiu don ready to go now na only one egg and naira hin see who wan help us settle this oneâ€çï¸è,anger,1
omokehinde na hin you still dey panla like this only you chop am theres god o,anger,1
all of you on this app are hypocrites all of una dey shout but una no go shout just negodu how dem dey rape arsenal fc behind closed doors please coman console me,anger,1
wait people regard slimcase as a nigerian musician so any town crier that takes his shouting career to the internet and becomes popular is now termed a musician sadly na we dey cause all the shame wey these kain people dey give us una too hype them,anger,1
i wan change am for am buh na public place sha ah e pain me and my guys dey another table dey laugh,anger,1
seeee the thing no gree fine again and na so so emabinu ma i dey hear,anger,1
guy wetin be this you look like your holding in shit wey wan drop,anger,1
nothing enter people wey dem say dem go reach rd round at odds no pass first round person wey never lose under minutes in like years na one punch finish am hot tears,anger,1
just to let you know that if that your regularrandom knacks fall in love or wants you and you dont want e fit be your burial unto say if i cant have you nobody can have you my people say if fowl no chop e go scatter,anger,1
na for where we go settle matter naim person slap me for eye i no see who slap me me sef con slap the short man wey dey my side i no know say na soldier we don dey drive go barracks like this,anger,1
fearless don start again my dm dey open na abi wetin dey happen ah never see anything,anger,1
but e no go better for arsenal sha only them spoilt my beautifully cooked odds something k for don dey ready to sit for my acct now,anger,1
babe head wey neva reach $ worth of btc sef we don de try settle matter since,anger,1
another one don happen o wife talk say him husband no sabi do well naso neighbor wife talk say na lie na we want to start to dey settle for world bank like this,anger,1
e don happen again oh somebody use fake alert take pay bride price since morning inlaw never see alert what a wicked world nah d matter we dey settle since morning,anger,1
asin ehn e de pain you go see them use cake de passoya give me small cake make i chop them go say na for house people like say i no get house,anger,1
happy democracy say to those who preactce and still believe in true democracy for my country because last last all this old men dey use our future abeg na how many future person dey get democracy,anger,1
na only me dey department na me be head of unit and team member like say dem carve department for only me work wan kill me,anger,1
na people like this go dey spoil our integrity out there small time now ugandans no go dey rate us again,anger,1
my guy posted his mom picture and his friend commented o boy u self know this yeye woman she no dey like condom at all she fit drain person na the matter we dey here dey settle since,anger,1
stop to dey thief person tweet without giving him credit shame no dey dey u,anger,1
as my best friend tell me to buy am airtime na so i wan send am bastardwhy always me na so i send am to my boss wey give me order to escalate customer issue to engineer team the problem be say i never know who and how to settle it as my boss no talk anything,anger,1
happy new month sef don turn sourâ€çï¸è this year get as e be,anger,1
i went through my phone this morningi found this video omosolaa e bi like say you don dey do am no bi today i missed all house matemore blessing,anger,1
this one i have just bin blessing people for the kinda tweets they tweeting today is really freaking me outgod abeg use this tweet to bless me for all the blessings i have bin blessing others oooo,anger,1
good lord in heaven spare me bad energy and bad vibes ya allah help me i gats to use others bad situation as my prayer point so wetin dey shele to dem no go shele to me,anger,1
relationship wey they lead to marriageabeg where e dey pass cos i dey junction like this,anger,1
make i no lie you my dear deep down i like you ooo but im scared that im too good for you your reputation precedes you i dont want a stain on mine as well im a good guy but are you a good lady,anger,1
shey una later tune in to banger already and e never drop oh big thanks to starbukky and paj king ara+ ï¸è im so grateful for the love cc adebukolakolapo pajofficial,anger,1
i played straight from my heart for this taxify driver when the song finished he said abeg you fit play that your straight from my belle song again abeg i really feel that song,anger,1
omo ive been on steady data subscription since the beginning of covid i need to applaud myself and add wire wire to my nameko easy rara thank you oo week subscription na days e dey last,anger,1
oga make you rest when u bin leave me e be like say u just wan go downstairs but see where u end,anger,1
fuck up i need una to go question dis and ask grammy y de posted this coz if na wizzy b dis we no go hear word for fc hand am so disappointed in fc like dis is what u guys has been thinking all this while fuck wizzy didnt liked bb congrats at all but we didnt act,anger,1
lowkey we suppose sue that grammy award winning singletwearing short man you sef listen to this fire na dear na on sight if i ever catch you on why do you like hoarding music like its indomieeeennnnnnn why,anger,1
na wa oo what if him break the man back how wahala wan take finish with things like this,anger,1
imagine this weather for two abeg where una dey see love now,anger,1
so fuel nw na per liter bicycle no de use fuel yet wahala be like bicycle wetin de occur,anger,1
this guy in particular came over and refused to leave was just talking here and there made everyone uncomfortable i say na help i b wan help na so i enta one chance â€çï¸è,anger,1
the peak of negligence in eksu health center is alarming worst set of workers ive met my own experience sef dey its better we know theres no health center than people dying anyhow we don dey rest ontop matter,anger,1
adam n eve una fvck up sha just a reminder this panties de pain joor bra sef na issue,anger,1
ah con dey see am like say na only me racksterly dey fuck up since on th oooooooo ayyi its unfair na una costomer care no dey even answer person thats that worst part ï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸èï¸è,anger,1
and i no fit wake her to clean her up else i don enter one chance please what can i give baby to reduce the smell from her poop biko before e restrain my air flow o,anger,1
omoooo no reason am like that oooo e get some customers wey dey vex for me,anger,1
i just remember say i never wash my visitors toilet since january god abeg oo the day dem go use me clean the seat i no go fit snap evidence,anger,1
im broke im broke where una dey see this money its all fun and games until you are piggyvest broke,anger,1
na una bad belle no make me find love for abuja,anger,1
this days you no fit actually differentiate who actually get money and who dey broke true true all of una dey use una papa catch cruise,anger,1
omo if by next week i start dropping motivational quotes abeg send me money cuz e don happen e get the kind balance wey i see for my account now e fit cause depression,anger,1
the boys sef na superhero kinda series â€çï¸è na for yrs old na,anger,1
please oooo dehkunle help me ask uncle walter wetin i do am wey make am block mecox me self i no understand wetin be the problem,anger,1
person wey tell me say school na scam them don call am out as best graduating student,anger,1
abeg if we win wetin go happen no make me vex oh,anger,1
make the world just end if e wan end abi which wan is this hell lite we are currently experiencing in this part of the world like ds,anger,1
abegi where una d see boy friend wey d assist una financially na cos i am tired of all this broke ass niggas that never appreciate the little you give and they will not give,anger,1
na me this house wan kill with work any small thing tiles don dirty i will run away to go and get strength to clean you,anger,1
the day you line trip off na that day nepa dey leave light for hours come make you dey feel like jonah of the adugbo,anger,1
who sabi sabi no worry he no fit break god bless the heavenly ones mothers day,anger,1
invite him to come overâ€çï¸è kiss him play with him hug him cook for him to eat wen he is about leaving look him in his eyes tell him how much u love him den give him k for transport hr later call him to know if hes home den surprise him with airtime,anger,1
dis goes show d level of maturity n intelligent of feminine folks i respect una seriously d wife in question knows her husband n she is happy with d beautiful things in life dat comes with it which i respect her for it take a look at baba wife nah see glowing now gives a,anger,1
mum was talking to someone about my business and she was hyping it so much that even me sef i come dey wonder whether na this same business i dey do so happy mothers day,anger,1
debonairs gtgtgtgtgt dominos so na wetin una dey enjoy for this lagos,anger,1
na arsenal dem dey do like dis go lingard make my fpl smile,anger,1
see as my ticket just dey burst anyhow people con dey wonder why i no sure again sport betting is damn hard,anger,1
e dey always taste like paper and e no dey get oil,anger,1
i toast u and u say no u ask for money i say no or i didnt respondu con dey vex no b persin wey gain add mission dey pay sch fees â€çï¸èâ€çï¸èâ€çï¸è oya u self reason am nah,anger,1
garri was before we dey complain just now this mama call am i wan cms to eko hotel na now takeaway plate wey be before na now meat for mama put don dey sell for i no fit drink coke again but we still dey country think am na you mf,anger,1
life no cheap for akure again o abeg make una dey try pity us,anger,1
so wetin i go use my data dey do as they don ban twitter unfortunate government,anger,1
ok oh na like this oh like play like play until e reach everybody na this kan rough play i dey hate ohh some of the technology are made in china but u see all this deadly diseases is only made in china where exactly was the world wronged china,anger,1
i dey find goal for arsenal game arsenal win another dey find for game wey dem never score goal,anger,1
i dey hate when too much seeds dey my weed no be beans i dey pick na on top blaow again,anger,1
seeeee ehn the small small ones on my face gan e dey affect my self esteem i sincerely feel for them i fit ment,anger,1
i don go do blood test dem say na typhoid won kill me,anger,1
tb joshua no fit die now na wetin dey happen self this cant be true o,anger,1
i just dey do boss boss for one small boy for twitter until the boy said he was i wan mend am slap wey go cause headache fat cow back head be like elephant ponmo fucking years older,anger,1
this picture funny die con be like say dem collect biscuit for hin hand,anger,1
no dey disguise again i con dey think say na ugly pesin you be like me,anger,1
na person wey get money dey cuddle nice one sapa,anger,1
adda inna i checked una tickets ooo my chest dey pain be like say na aero,anger,1
na because of people like una una zombie president use pursue twitter,anger,1
ahhh u still wan fight people wey sleep their house sef dem dey go kill themabi u don quick forget lekki toll gate level u still get strength to fight,anger,1
dfkm abeg na normal size books na i have like uncompleted ones sha they no sweet,anger,1
shame is catching me to confess i once crushed on a big time oleeee she could do no wrong in my eyes until i heard d story how she was tearing race after bubu for airport tarmac after elections na den ma eyes open thank god buhari no be small spirit sef imagine,anger,1
up on the wahala wey nigeria get now na concerned nigeria government one word for buhari and his cabinet like lai muhammad,anger,1
it has been three month i havent had yam ofada rice vsop in fact good food sapa dey if you see me na cereals you dey see,anger,1
olÃ¡ u want to de fall my hand ooo abeg u with god name no de mention that guy name near me again na abeg na,anger,1
abeg shey e dey pain u ni or e dey pinch u ooja werey lara je pele dear stop crying,anger,1
people out here already getting second dose of vaccines and im still here hunting down first dose dem say dem no gems dey give again please epp anybody knows anywhere in lagos i can get the first dose of covid vaccine please kindly refer,anger,1
but this guy is fine sha e con sabi snap again,anger,1
where do u buy ur longrich toothpaste abi una no wan carry better toothpaste brush una teeth with longrich toothpaste say good buy to teeth extraction and pains toothpaste g = g= delivery available n lagos,anger,1
these people just dey enjoy for amawbia site mehn no wonder dem no wan make i show since â€çï¸è see better local kitchens chilled drinks n all,anger,1
i don dey fall in love with another person ke god help me abeg boboyen yen cute gan ni nau,anger,1
lol face go chop till e die no worry im not even talking naija food ï¸è,anger,1
i fit elbow person pikin this night abeg no near me i dey provoke,anger,1
everyone is but me the one wey dey pain me pass na that morning parade they way dem dey wake people up they way dem dey shout on top people head,anger,1
stop eet na so una shout detty detty detty last year turn horror movie lets just enjoy this december in peace and look forward to a better recession dey already sef,anger,1
one problem i don get since primary school i no dey hear word and i dey chop indomie sef e no do chop again wahala for who dey chop beans that time o,anger,1
aa i dey like this i don comot my hand for anything virtual betting,anger,1
pesin go dey save but money go dey leak,anger,1
wahala dey i don forget which department i dey and its like asuu will call off this strike tomorrow,anger,1
abegii make dem run tests sharply make we no go dey hear another case of weda na zoonotic disease or not,anger,1
its icons not minding their business for me i hope they wont drag laycon into this nonsense now â€ç while we are here celebrating youre going to step on a sleeping dogs tail i don tire for una sef â€ç,anger,1
omo this one don pass horror film o â€çï¸èâ€çï¸è if na rough play stop am abeg see fante na,anger,1
how will i tell my keeds i gained admission in and resumed university in them go con dey look me say i dey lie say i write jamb more times,anger,1
come ooh na every match ronald koeman go dey start pedri why pedri go come chance rigui puig just like dat make this our coach know make me dislike pedri ooh,anger,1
im telling u like this very painful u cant listen to some songs anymorego just dey skip the thing dey go,anger,1
we sha turn up if chance dey ooobut then plenty ppl sorry men in the comments section are not singu na knack dem dey find holy ghost â€çï¸èâ€çï¸èâ€çï¸è,anger,1
small sickness i don dey chop like thief o wrong na,anger,1
imo i dey follow one babe talk yesterday my head just dey pain me like pretty babe no go dey smart rara,anger,1
im in that position right damn now something i hated with passion not seeing myself do it in a million years guess what na im i dey do now god help me pls,anger,1
de gea that free kick was like that dude said wait hol up yoh degea hold ma beer im crying now my wey i for use go buka chop just waste this afternoon so manu don collect,anger,1
when i dont have money i no dey at peace na why i dey sleep,anger,1
go just dey flex and even vex for us ontop our money wahala for who no get big brother oo,anger,1
na joke oo wetin i wan do with +,anger,1
i always dey pity for some people wey dey talk say them no fit dey fear god make them still dey fear human being like them ur name nah sorry them go chop yah raw flesh you don see where wife they tell husband say nah me dey behind your brokenness,anger,1
as paul pogba dey train bruno fernandes dey hail am real dey recognize real,anger,1
na this kain content i dey like sign for,anger,1
bro e done tal i dey wait for you ï¸è thank god sha dis brush my head sha go play my guy e get why,anger,1
seeing as rice cost for market i just dey admire that bag of rice wey dey there god bless you for your support blessed is the man that giveth than the one that taketh may gods blessings and grace be upon you always,anger,1
but wait on magbe with said ki eba toh jina kan le dada ori na la ma ti ro but dem no dey turn eba ontop fire i wish say na ki amala toh jina dada ori na la ma ti ro would make everything meaningful but i love you like that,anger,1
like play like play e don almost reach a year wey i go watch football for viewing centre trading â‚? for gb and above,anger,1
how far omo ologo we dey argument background like this ooo safe your boi i beg just simple question i beg how round you fit do cause me don put my client nunber on top you say you fit do round with nice tone,anger,1
